Date,Location,Population
2020-05-20,Nepal,29136808
2020-05-21,Nepal,29136808
2020-05-22,Nepal,29136808
2020-05-23,Nepal,29136808
2020-05-24,Nepal,29136808
2020-05-25,Nepal,29136808
2020-05-26,Nepal,29136808
2020-05-27,Nepal,29136808
2020-05-28,Nepal,29136808
2020-05-29,Nepal,29136808
2020-05-30,Nepal,29136808
2020-05-31,Nepal,29136808
2020-06-01,Nepal,29136808
2020-06-02,Nepal,29136808
2020-06-03,Nepal,29136808
2020-06-04,Nepal,29136808
2020-06-05,Nepal,29136808
2020-06-06,Nepal,29136808
2020-06-07,Nepal,29136808
2020-06-08,Nepal,29136808
2020-06-09,Nepal,29136808
2020-06-10,Nepal,29136808
2020-06-11,Nepal,29136808
2020-06-12,Nepal,29136808
2020-06-13,Nepal,29136808
2020-06-14,Nepal,29136808
2020-06-15,Nepal,29136808
2020-06-16,Nepal,29136808
2020-06-17,Nepal,29136808
2020-06-18,Nepal,29136808
2020-06-19,Nepal,29136808
2020-06-20,Nepal,29136808
2020-06-21,Nepal,29136808
2020-06-22,Nepal,29136808
2020-06-23,Nepal,29136808
2020-06-24,Nepal,29136808
2020-06-25,Nepal,29136808
2020-06-26,Nepal,29136808
2020-06-27,Nepal,29136808
2020-06-28,Nepal,29136808
2020-06-29,Nepal,29136808
2020-06-30,Nepal,29136808
2020-07-01,Nepal,29136808
2020-07-02,Nepal,29136808
2020-07-03,Nepal,29136808
2020-07-04,Nepal,29136808
2020-07-05,Nepal,29136808
2020-07-06,Nepal,29136808
2020-07-07,Nepal,29136808
2020-07-08,Nepal,29136808
2020-07-09,Nepal,29136808
2020-07-10,Nepal,29136808
2020-07-11,Nepal,29136808
2020-07-12,Nepal,29136808
2020-07-13,Nepal,29136808
2020-07-14,Nepal,29136808
2020-07-15,Nepal,29136808
2020-07-16,Nepal,29136808
2020-07-17,Nepal,29136808
2020-07-18,Nepal,29136808
2020-07-19,Nepal,29136808
2020-07-20,Nepal,29136808
2020-07-21,Nepal,29136808
2020-07-22,Nepal,29136808
2020-07-23,Nepal,29136808
2020-07-24,Nepal,29136808
2020-07-25,Nepal,29136808
2020-07-26,Nepal,29136808
2020-07-27,Nepal,29136808
2020-07-28,Nepal,29136808
2020-07-29,Nepal,29136808
2020-07-30,Nepal,29136808
2020-07-31,Nepal,29136808
2020-08-01,Nepal,29136808
2020-08-02,Nepal,29136808
2020-08-03,Nepal,29136808
2020-08-04,Nepal,29136808
2020-08-05,Nepal,29136808
2020-08-06,Nepal,29136808
2020-08-07,Nepal,29136808
2020-08-08,Nepal,29136808
2020-08-09,Nepal,29136808
2020-08-10,Nepal,29136808
2020-08-11,Nepal,29136808
2020-08-12,Nepal,29136808
2020-08-13,Nepal,29136808
2020-08-14,Nepal,29136808
2020-08-15,Nepal,29136808
2020-08-16,Nepal,29136808
2020-08-17,Nepal,29136808
2020-08-18,Nepal,29136808
2020-08-19,Nepal,29136808
2020-08-20,Nepal,29136808
2020-08-21,Nepal,29136808
2020-08-22,Nepal,29136808
2020-08-23,Nepal,29136808
2020-08-24,Nepal,29136808
2020-08-25,Nepal,29136808
2020-08-26,Nepal,29136808
2020-08-27,Nepal,29136808
2020-08-28,Nepal,29136808
2020-08-29,Nepal,29136808
2020-08-30,Nepal,29136808
2020-08-31,Nepal,29136808
2020-09-01,Nepal,29136808
2020-09-02,Nepal,29136808
2020-09-03,Nepal,29136808
2020-09-04,Nepal,29136808
2020-09-05,Nepal,29136808
2020-09-06,Nepal,29136808
2020-09-07,Nepal,29136808
2020-09-08,Nepal,29136808
2020-09-09,Nepal,29136808
2020-09-10,Nepal,29136808
2020-09-11,Nepal,29136808
2020-09-12,Nepal,29136808
2020-09-13,Nepal,29136808
2020-09-14,Nepal,29136808
2020-09-15,Nepal,29136808
2020-09-16,Nepal,29136808
2020-09-17,Nepal,29136808
2020-09-18,Nepal,29136808
2020-09-19,Nepal,29136808
2020-09-20,Nepal,29136808
2020-09-21,Nepal,29136808
2020-09-22,Nepal,29136808
2020-09-23,Nepal,29136808
2020-09-24,Nepal,29136808
2020-09-25,Nepal,29136808
2020-09-26,Nepal,29136808
2020-09-27,Nepal,29136808
2020-09-28,Nepal,29136808
2020-09-29,Nepal,29136808
2020-09-30,Nepal,29136808
2020-10-01,Nepal,29136808
2020-10-02,Nepal,29136808
2020-10-03,Nepal,29136808
2020-10-04,Nepal,29136808
2020-10-05,Nepal,29136808
2020-10-06,Nepal,29136808
2020-10-07,Nepal,29136808
2020-10-08,Nepal,29136808
2020-10-09,Nepal,29136808
2020-10-10,Nepal,29136808
2020-10-11,Nepal,29136808
2020-10-12,Nepal,29136808
2020-10-13,Nepal,29136808
2020-10-14,Nepal,29136808
2020-10-15,Nepal,29136808
2020-10-16,Nepal,29136808
2020-10-17,Nepal,29136808
2020-10-18,Nepal,29136808
2020-10-19,Nepal,29136808
2019-12-31,Netherlands,17134873
2020-01-01,Netherlands,17134873
2020-01-02,Netherlands,17134873
2020-01-03,Netherlands,17134873
2020-01-04,Netherlands,17134873
2020-01-05,Netherlands,17134873
2020-01-06,Netherlands,17134873
2020-01-07,Netherlands,17134873
2020-01-08,Netherlands,17134873
2020-01-09,Netherlands,17134873
2020-01-10,Netherlands,17134873
2020-01-11,Netherlands,17134873
2020-01-12,Netherlands,17134873
2020-01-13,Netherlands,17134873
2020-01-14,Netherlands,17134873
2020-01-15,Netherlands,17134873
2020-01-16,Netherlands,17134873
2020-01-17,Netherlands,17134873
2020-01-18,Netherlands,17134873
2020-01-19,Netherlands,17134873
2020-01-20,Netherlands,17134873
2020-01-21,Netherlands,17134873
2020-01-22,Netherlands,17134873
2020-01-23,Netherlands,17134873
2020-01-24,Netherlands,17134873
2020-01-25,Netherlands,17134873
2020-01-26,Netherlands,17134873
2020-01-27,Netherlands,17134873
2020-01-28,Netherlands,17134873
2020-01-29,Netherlands,17134873
2020-01-30,Netherlands,17134873
2020-01-31,Netherlands,17134873
2020-02-01,Netherlands,17134873
2020-02-02,Netherlands,17134873
2020-02-03,Netherlands,17134873
2020-02-04,Netherlands,17134873
2020-02-05,Netherlands,17134873
2020-02-06,Netherlands,17134873
2020-02-07,Netherlands,17134873
2020-02-08,Netherlands,17134873
2020-02-09,Netherlands,17134873
2020-02-10,Netherlands,17134873
2020-02-11,Netherlands,17134873
2020-02-12,Netherlands,17134873
2020-02-13,Netherlands,17134873
2020-02-14,Netherlands,17134873
2020-02-15,Netherlands,17134873
2020-02-16,Netherlands,17134873
2020-02-17,Netherlands,17134873
2020-02-18,Netherlands,17134873
2020-02-19,Netherlands,17134873
2020-02-20,Netherlands,17134873
2020-02-21,Netherlands,17134873
2020-02-22,Netherlands,17134873
2020-02-23,Netherlands,17134873
2020-02-24,Netherlands,17134873
2020-02-25,Netherlands,17134873
2020-02-26,Netherlands,17134873
2020-02-27,Netherlands,17134873
2020-02-28,Netherlands,17134873
2020-02-29,Netherlands,17134873
2020-03-01,Netherlands,17134873
2020-03-02,Netherlands,17134873
2020-03-03,Netherlands,17134873
2020-03-04,Netherlands,17134873
2020-03-05,Netherlands,17134873
2020-03-06,Netherlands,17134873
2020-03-07,Netherlands,17134873
2020-03-08,Netherlands,17134873
2020-03-09,Netherlands,17134873
2020-03-10,Netherlands,17134873
2020-03-11,Netherlands,17134873
2020-03-12,Netherlands,17134873
2020-03-13,Netherlands,17134873
2020-03-14,Netherlands,17134873
2020-03-15,Netherlands,17134873
2020-03-16,Netherlands,17134873
2020-03-17,Netherlands,17134873
2020-03-18,Netherlands,17134873
2020-03-19,Netherlands,17134873
2020-03-20,Netherlands,17134873
2020-03-21,Netherlands,17134873
2020-03-22,Netherlands,17134873
2020-03-23,Netherlands,17134873
2020-03-24,Netherlands,17134873
2020-03-25,Netherlands,17134873
2020-03-26,Netherlands,17134873
2020-03-27,Netherlands,17134873
2020-03-28,Netherlands,17134873
2020-03-29,Netherlands,17134873
2020-03-30,Netherlands,17134873
2020-03-31,Netherlands,17134873
2020-04-01,Netherlands,17134873
2020-04-02,Netherlands,17134873
2020-04-03,Netherlands,17134873
2020-04-04,Netherlands,17134873
2020-04-05,Netherlands,17134873
2020-04-06,Netherlands,17134873
2020-04-07,Netherlands,17134873
2020-04-08,Netherlands,17134873
2020-04-09,Netherlands,17134873
2020-04-10,Netherlands,17134873
2020-04-11,Netherlands,17134873
2020-04-12,Netherlands,17134873
2020-04-13,Netherlands,17134873
2020-04-14,Netherlands,17134873
2020-04-15,Netherlands,17134873
2020-04-16,Netherlands,17134873
2020-04-17,Netherlands,17134873
2020-04-18,Netherlands,17134873
2020-04-19,Netherlands,17134873
2020-04-20,Netherlands,17134873
2020-04-21,Netherlands,17134873
2020-04-22,Netherlands,17134873
2020-04-23,Netherlands,17134873
2020-04-24,Netherlands,17134873
2020-04-25,Netherlands,17134873
2020-04-26,Netherlands,17134873
2020-04-27,Netherlands,17134873
2020-04-28,Netherlands,17134873
2020-04-29,Netherlands,17134873
2020-04-30,Netherlands,17134873
2020-05-01,Netherlands,17134873
2020-05-02,Netherlands,17134873
2020-05-03,Netherlands,17134873
2020-05-04,Netherlands,17134873
2020-05-05,Netherlands,17134873
2020-05-06,Netherlands,17134873
2020-05-07,Netherlands,17134873
2020-05-08,Netherlands,17134873
2020-05-09,Netherlands,17134873
2020-05-10,Netherlands,17134873
2020-05-11,Netherlands,17134873
2020-05-12,Netherlands,17134873
2020-05-13,Netherlands,17134873
2020-05-14,Netherlands,17134873
2020-05-15,Netherlands,17134873
2020-05-16,Netherlands,17134873
2020-05-17,Netherlands,17134873
2020-05-18,Netherlands,17134873
2020-05-19,Netherlands,17134873
2020-05-20,Netherlands,17134873
2020-05-21,Netherlands,17134873
2020-05-22,Netherlands,17134873
2020-05-23,Netherlands,17134873
2020-05-24,Netherlands,17134873
2020-05-25,Netherlands,17134873
2020-05-26,Netherlands,17134873
2020-05-27,Netherlands,17134873
2020-05-28,Netherlands,17134873
2020-05-29,Netherlands,17134873
2020-05-30,Netherlands,17134873
2020-05-31,Netherlands,17134873
2020-06-01,Netherlands,17134873
2020-06-02,Netherlands,17134873
2020-06-03,Netherlands,17134873
2020-06-04,Netherlands,17134873
2020-06-05,Netherlands,17134873
2020-06-06,Netherlands,17134873
2020-06-07,Netherlands,17134873
2020-06-08,Netherlands,17134873
2020-06-09,Netherlands,17134873
2020-06-10,Netherlands,17134873
2020-06-11,Netherlands,17134873
2020-06-12,Netherlands,17134873
2020-06-13,Netherlands,17134873
2020-06-14,Netherlands,17134873
2020-06-15,Netherlands,17134873
2020-06-16,Netherlands,17134873
2020-06-17,Netherlands,17134873
2020-06-18,Netherlands,17134873
2020-06-19,Netherlands,17134873
2020-06-20,Netherlands,17134873
2020-06-21,Netherlands,17134873
2020-06-22,Netherlands,17134873
2020-06-23,Netherlands,17134873
2020-06-24,Netherlands,17134873
2020-06-25,Netherlands,17134873
2020-06-26,Netherlands,17134873
2020-06-27,Netherlands,17134873
2020-06-28,Netherlands,17134873
2020-06-29,Netherlands,17134873
2020-06-30,Netherlands,17134873
2020-07-01,Netherlands,17134873
2020-07-02,Netherlands,17134873
2020-07-03,Netherlands,17134873
2020-07-04,Netherlands,17134873
2020-07-05,Netherlands,17134873
2020-07-06,Netherlands,17134873
2020-07-07,Netherlands,17134873
2020-07-08,Netherlands,17134873
2020-07-09,Netherlands,17134873
2020-07-10,Netherlands,17134873
2020-07-11,Netherlands,17134873
2020-07-12,Netherlands,17134873
2020-07-13,Netherlands,17134873
2020-07-14,Netherlands,17134873
2020-07-15,Netherlands,17134873
2020-07-16,Netherlands,17134873
2020-07-17,Netherlands,17134873
2020-07-18,Netherlands,17134873
2020-07-19,Netherlands,17134873
2020-07-20,Netherlands,17134873
2020-07-21,Netherlands,17134873
2020-07-22,Netherlands,17134873
2020-07-23,Netherlands,17134873
2020-07-24,Netherlands,17134873
2020-07-25,Netherlands,17134873
2020-07-26,Netherlands,17134873
2020-07-27,Netherlands,17134873
2020-07-28,Netherlands,17134873
2020-07-29,Netherlands,17134873
2020-07-30,Netherlands,17134873
2020-07-31,Netherlands,17134873
2020-08-01,Netherlands,17134873
2020-08-02,Netherlands,17134873
2020-08-03,Netherlands,17134873
2020-08-04,Netherlands,17134873
2020-08-05,Netherlands,17134873
2020-08-06,Netherlands,17134873
2020-08-07,Netherlands,17134873
2020-08-08,Netherlands,17134873
2020-08-09,Netherlands,17134873
2020-08-10,Netherlands,17134873
2020-08-11,Netherlands,17134873
2020-08-12,Netherlands,17134873
2020-08-13,Netherlands,17134873
2020-08-14,Netherlands,17134873
2020-08-15,Netherlands,17134873
2020-08-16,Netherlands,17134873
2020-08-17,Netherlands,17134873
2020-08-18,Netherlands,17134873
2020-08-19,Netherlands,17134873
2020-08-20,Netherlands,17134873
2020-08-21,Netherlands,17134873
2020-08-22,Netherlands,17134873
2020-08-23,Netherlands,17134873
2020-08-24,Netherlands,17134873
2020-08-25,Netherlands,17134873
2020-08-26,Netherlands,17134873
2020-08-27,Netherlands,17134873
2020-08-28,Netherlands,17134873
2020-08-29,Netherlands,17134873
2020-08-30,Netherlands,17134873
2020-08-31,Netherlands,17134873
2020-09-01,Netherlands,17134873
2020-09-02,Netherlands,17134873
2020-09-03,Netherlands,17134873
2020-09-04,Netherlands,17134873
2020-09-05,Netherlands,17134873
2020-09-06,Netherlands,17134873
2020-09-07,Netherlands,17134873
2020-09-08,Netherlands,17134873
2020-09-09,Netherlands,17134873
2020-09-10,Netherlands,17134873
2020-09-11,Netherlands,17134873
2020-09-12,Netherlands,17134873
2020-09-13,Netherlands,17134873
2020-09-14,Netherlands,17134873
2020-09-15,Netherlands,17134873
2020-09-16,Netherlands,17134873
2020-09-17,Netherlands,17134873
2020-09-18,Netherlands,17134873
2020-09-19,Netherlands,17134873
2020-09-20,Netherlands,17134873
2020-09-21,Netherlands,17134873
2020-09-22,Netherlands,17134873
2020-09-23,Netherlands,17134873
2020-09-24,Netherlands,17134873
2020-09-25,Netherlands,17134873
2020-09-26,Netherlands,17134873
2020-09-27,Netherlands,17134873
2020-09-28,Netherlands,17134873
2020-09-29,Netherlands,17134873
2020-09-30,Netherlands,17134873
2020-10-01,Netherlands,17134873
2020-10-02,Netherlands,17134873
2020-10-03,Netherlands,17134873
2020-10-04,Netherlands,17134873
2020-10-05,Netherlands,17134873
2020-10-06,Netherlands,17134873
2020-10-07,Netherlands,17134873
2020-10-08,Netherlands,17134873
2020-10-09,Netherlands,17134873
2020-10-10,Netherlands,17134873
2020-10-11,Netherlands,17134873
2020-10-12,Netherlands,17134873
2020-10-13,Netherlands,17134873
2020-10-14,Netherlands,17134873
2020-10-15,Netherlands,17134873
2020-10-16,Netherlands,17134873
2020-10-17,Netherlands,17134873
2020-10-18,Netherlands,17134873
2020-10-19,Netherlands,17134873
2020-03-21,New Caledonia,285491
2020-03-22,New Caledonia,285491
2020-03-23,New Caledonia,285491
2020-03-24,New Caledonia,285491
2020-03-25,New Caledonia,285491
2020-03-26,New Caledonia,285491
2020-03-27,New Caledonia,285491
2020-03-28,New Caledonia,285491
2020-03-29,New Caledonia,285491
2020-03-30,New Caledonia,285491
2020-03-31,New Caledonia,285491
2020-04-01,New Caledonia,285491
2020-04-02,New Caledonia,285491
2020-04-03,New Caledonia,285491
2020-04-04,New Caledonia,285491
2020-04-05,New Caledonia,285491
2020-04-06,New Caledonia,285491
2020-04-07,New Caledonia,285491
2020-04-08,New Caledonia,285491
2020-04-09,New Caledonia,285491
2020-04-10,New Caledonia,285491
2020-04-11,New Caledonia,285491
2020-04-12,New Caledonia,285491
2020-04-13,New Caledonia,285491
2020-04-14,New Caledonia,285491
2020-04-15,New Caledonia,285491
2020-04-16,New Caledonia,285491
2020-04-17,New Caledonia,285491
2020-04-18,New Caledonia,285491
2020-04-19,New Caledonia,285491
2020-04-20,New Caledonia,285491
2020-04-21,New Caledonia,285491
2020-04-22,New Caledonia,285491
2020-04-23,New Caledonia,285491
2020-04-24,New Caledonia,285491
2020-04-25,New Caledonia,285491
2020-04-26,New Caledonia,285491
2020-04-27,New Caledonia,285491
2020-04-28,New Caledonia,285491
2020-04-29,New Caledonia,285491
2020-04-30,New Caledonia,285491
2020-05-01,New Caledonia,285491
2020-05-02,New Caledonia,285491
2020-05-03,New Caledonia,285491
2020-05-04,New Caledonia,285491
2020-05-05,New Caledonia,285491
2020-05-06,New Caledonia,285491
2020-05-07,New Caledonia,285491
2020-05-08,New Caledonia,285491
2020-05-09,New Caledonia,285491
2020-05-10,New Caledonia,285491
2020-05-11,New Caledonia,285491
2020-05-12,New Caledonia,285491
2020-05-13,New Caledonia,285491
2020-05-14,New Caledonia,285491
2020-05-15,New Caledonia,285491
2020-05-16,New Caledonia,285491
2020-05-17,New Caledonia,285491
2020-05-18,New Caledonia,285491
2020-05-19,New Caledonia,285491
2020-05-20,New Caledonia,285491
2020-05-21,New Caledonia,285491
2020-05-22,New Caledonia,285491
2020-05-23,New Caledonia,285491
2020-05-24,New Caledonia,285491
2020-05-25,New Caledonia,285491
2020-05-26,New Caledonia,285491
2020-05-27,New Caledonia,285491
2020-05-28,New Caledonia,285491
2020-05-29,New Caledonia,285491
2020-05-30,New Caledonia,285491
2020-05-31,New Caledonia,285491
2020-06-01,New Caledonia,285491
2020-06-02,New Caledonia,285491
2020-06-03,New Caledonia,285491
2020-06-04,New Caledonia,285491
2020-06-05,New Caledonia,285491
2020-06-06,New Caledonia,285491
2020-06-07,New Caledonia,285491
2020-06-08,New Caledonia,285491
2020-06-09,New Caledonia,285491
2020-06-10,New Caledonia,285491
2020-06-11,New Caledonia,285491
2020-06-12,New Caledonia,285491
2020-06-13,New Caledonia,285491
2020-06-14,New Caledonia,285491
2020-06-15,New Caledonia,285491
2020-06-16,New Caledonia,285491
2020-06-17,New Caledonia,285491
2020-06-18,New Caledonia,285491
2020-06-19,New Caledonia,285491
2020-06-20,New Caledonia,285491
2020-06-21,New Caledonia,285491
2020-06-22,New Caledonia,285491
2020-06-23,New Caledonia,285491
2020-06-24,New Caledonia,285491
2020-06-25,New Caledonia,285491
2020-06-26,New Caledonia,285491
2020-06-27,New Caledonia,285491
2020-06-28,New Caledonia,285491
2020-06-29,New Caledonia,285491
2020-06-30,New Caledonia,285491
2020-07-01,New Caledonia,285491
2020-07-02,New Caledonia,285491
2020-07-03,New Caledonia,285491
2020-07-04,New Caledonia,285491
2020-07-05,New Caledonia,285491
2020-07-06,New Caledonia,285491
2020-07-07,New Caledonia,285491
2020-07-08,New Caledonia,285491
2020-07-09,New Caledonia,285491
2020-07-10,New Caledonia,285491
2020-07-11,New Caledonia,285491
2020-07-12,New Caledonia,285491
2020-07-13,New Caledonia,285491
2020-07-14,New Caledonia,285491
2020-07-15,New Caledonia,285491
2020-07-16,New Caledonia,285491
2020-07-17,New Caledonia,285491
2020-07-18,New Caledonia,285491
2020-07-19,New Caledonia,285491
2020-07-20,New Caledonia,285491
2020-07-21,New Caledonia,285491
2020-07-22,New Caledonia,285491
2020-07-23,New Caledonia,285491
2020-07-24,New Caledonia,285491
2020-07-25,New Caledonia,285491
2020-07-26,New Caledonia,285491
2020-07-27,New Caledonia,285491
2020-07-28,New Caledonia,285491
2020-07-29,New Caledonia,285491
2020-07-30,New Caledonia,285491
2020-07-31,New Caledonia,285491
2020-08-01,New Caledonia,285491
2020-08-02,New Caledonia,285491
2020-08-03,New Caledonia,285491
2020-08-04,New Caledonia,285491
2020-08-05,New Caledonia,285491
2020-08-06,New Caledonia,285491
2020-08-07,New Caledonia,285491
2020-08-08,New Caledonia,285491
2020-08-09,New Caledonia,285491
2020-08-10,New Caledonia,285491
2020-08-11,New Caledonia,285491
2020-08-12,New Caledonia,285491
2020-08-13,New Caledonia,285491
2020-08-14,New Caledonia,285491
2020-08-15,New Caledonia,285491
2020-08-16,New Caledonia,285491
2020-08-17,New Caledonia,285491
2020-08-18,New Caledonia,285491
2020-08-19,New Caledonia,285491
2020-08-20,New Caledonia,285491
2020-08-21,New Caledonia,285491
2020-08-22,New Caledonia,285491
2020-08-23,New Caledonia,285491
2020-08-24,New Caledonia,285491
2020-08-25,New Caledonia,285491
2020-08-26,New Caledonia,285491
2020-08-27,New Caledonia,285491
2020-08-28,New Caledonia,285491
2020-08-29,New Caledonia,285491
2020-08-30,New Caledonia,285491
2020-08-31,New Caledonia,285491
2020-09-01,New Caledonia,285491
2020-09-02,New Caledonia,285491
2020-09-03,New Caledonia,285491
2020-09-04,New Caledonia,285491
2020-09-05,New Caledonia,285491
2020-09-06,New Caledonia,285491
2020-09-07,New Caledonia,285491
2020-09-08,New Caledonia,285491
2020-09-09,New Caledonia,285491
2020-09-10,New Caledonia,285491
2020-09-11,New Caledonia,285491
2020-09-12,New Caledonia,285491
2020-09-13,New Caledonia,285491
2020-09-14,New Caledonia,285491
2020-09-15,New Caledonia,285491
2020-09-16,New Caledonia,285491
2020-09-17,New Caledonia,285491
2020-09-18,New Caledonia,285491
2020-09-19,New Caledonia,285491
2020-09-20,New Caledonia,285491
2020-09-21,New Caledonia,285491
2020-09-22,New Caledonia,285491
2020-09-23,New Caledonia,285491
2020-09-24,New Caledonia,285491
2020-09-25,New Caledonia,285491
2020-09-26,New Caledonia,285491
2020-09-27,New Caledonia,285491
2020-09-28,New Caledonia,285491
2020-09-29,New Caledonia,285491
2020-09-30,New Caledonia,285491
2020-10-01,New Caledonia,285491
2020-10-02,New Caledonia,285491
2020-10-03,New Caledonia,285491
2020-10-04,New Caledonia,285491
2020-10-05,New Caledonia,285491
2020-10-06,New Caledonia,285491
2020-10-07,New Caledonia,285491
2020-10-08,New Caledonia,285491
2020-10-09,New Caledonia,285491
2020-10-10,New Caledonia,285491
2020-10-11,New Caledonia,285491
2020-10-12,New Caledonia,285491
2020-10-13,New Caledonia,285491
2020-10-14,New Caledonia,285491
2020-10-15,New Caledonia,285491
2020-10-16,New Caledonia,285491
2020-10-17,New Caledonia,285491
2020-10-18,New Caledonia,285491
2020-10-19,New Caledonia,285491
2019-12-31,New Zealand,4822233
2020-01-01,New Zealand,4822233
2020-01-02,New Zealand,4822233
2020-01-03,New Zealand,4822233
2020-01-04,New Zealand,4822233
2020-01-05,New Zealand,4822233
2020-01-06,New Zealand,4822233
2020-01-07,New Zealand,4822233
2020-01-08,New Zealand,4822233
2020-01-09,New Zealand,4822233
2020-01-10,New Zealand,4822233
2020-01-11,New Zealand,4822233
2020-01-12,New Zealand,4822233
2020-01-13,New Zealand,4822233
2020-01-14,New Zealand,4822233
2020-01-15,New Zealand,4822233
2020-01-16,New Zealand,4822233
2020-01-17,New Zealand,4822233
2020-01-18,New Zealand,4822233
2020-01-19,New Zealand,4822233
2020-01-20,New Zealand,4822233
2020-01-21,New Zealand,4822233
2020-01-22,New Zealand,4822233
2020-01-23,New Zealand,4822233
2020-01-24,New Zealand,4822233
2020-01-25,New Zealand,4822233
2020-01-26,New Zealand,4822233
2020-01-27,New Zealand,4822233
2020-01-28,New Zealand,4822233
2020-01-29,New Zealand,4822233
2020-01-30,New Zealand,4822233
2020-01-31,New Zealand,4822233
2020-02-01,New Zealand,4822233
2020-02-02,New Zealand,4822233
2020-02-03,New Zealand,4822233
2020-02-04,New Zealand,4822233
2020-02-05,New Zealand,4822233
2020-02-06,New Zealand,4822233
2020-02-07,New Zealand,4822233
2020-02-08,New Zealand,4822233
2020-02-09,New Zealand,4822233
2020-02-10,New Zealand,4822233
2020-02-11,New Zealand,4822233
2020-02-12,New Zealand,4822233
2020-02-13,New Zealand,4822233
2020-02-14,New Zealand,4822233
2020-02-15,New Zealand,4822233
2020-02-16,New Zealand,4822233
2020-02-17,New Zealand,4822233
2020-02-18,New Zealand,4822233
2020-02-19,New Zealand,4822233
2020-02-20,New Zealand,4822233
2020-02-21,New Zealand,4822233
2020-02-22,New Zealand,4822233
2020-02-23,New Zealand,4822233
2020-02-24,New Zealand,4822233
2020-02-25,New Zealand,4822233
2020-02-26,New Zealand,4822233
2020-02-27,New Zealand,4822233
2020-02-28,New Zealand,4822233
2020-02-29,New Zealand,4822233
2020-03-01,New Zealand,4822233
2020-03-02,New Zealand,4822233
2020-03-03,New Zealand,4822233
2020-03-04,New Zealand,4822233
2020-03-05,New Zealand,4822233
2020-03-06,New Zealand,4822233
2020-03-07,New Zealand,4822233
2020-03-08,New Zealand,4822233
2020-03-09,New Zealand,4822233
2020-03-10,New Zealand,4822233
2020-03-11,New Zealand,4822233
2020-03-12,New Zealand,4822233
2020-03-13,New Zealand,4822233
2020-03-14,New Zealand,4822233
2020-03-15,New Zealand,4822233
2020-03-16,New Zealand,4822233
2020-03-17,New Zealand,4822233
2020-03-18,New Zealand,4822233
2020-03-19,New Zealand,4822233
2020-03-20,New Zealand,4822233
2020-03-21,New Zealand,4822233
2020-03-22,New Zealand,4822233
2020-03-23,New Zealand,4822233
2020-03-24,New Zealand,4822233
2020-03-25,New Zealand,4822233
2020-03-26,New Zealand,4822233
2020-03-27,New Zealand,4822233
2020-03-28,New Zealand,4822233
2020-03-29,New Zealand,4822233
2020-03-30,New Zealand,4822233
2020-03-31,New Zealand,4822233
2020-04-01,New Zealand,4822233
2020-04-02,New Zealand,4822233
2020-04-03,New Zealand,4822233
2020-04-04,New Zealand,4822233
2020-04-05,New Zealand,4822233
2020-04-06,New Zealand,4822233
2020-04-07,New Zealand,4822233
2020-04-08,New Zealand,4822233
2020-04-09,New Zealand,4822233
2020-04-10,New Zealand,4822233
2020-04-11,New Zealand,4822233
2020-04-12,New Zealand,4822233
2020-04-13,New Zealand,4822233
2020-04-14,New Zealand,4822233
2020-04-15,New Zealand,4822233
2020-04-16,New Zealand,4822233
2020-04-17,New Zealand,4822233
2020-04-18,New Zealand,4822233
2020-04-19,New Zealand,4822233
2020-04-20,New Zealand,4822233
2020-04-21,New Zealand,4822233
2020-04-22,New Zealand,4822233
2020-04-23,New Zealand,4822233
2020-04-24,New Zealand,4822233
2020-04-25,New Zealand,4822233
2020-04-26,New Zealand,4822233
2020-04-27,New Zealand,4822233
2020-04-28,New Zealand,4822233
2020-04-29,New Zealand,4822233
2020-04-30,New Zealand,4822233
2020-05-01,New Zealand,4822233
2020-05-02,New Zealand,4822233
2020-05-03,New Zealand,4822233
2020-05-04,New Zealand,4822233
2020-05-05,New Zealand,4822233
2020-05-06,New Zealand,4822233
2020-05-07,New Zealand,4822233
2020-05-08,New Zealand,4822233
2020-05-09,New Zealand,4822233
2020-05-10,New Zealand,4822233
2020-05-11,New Zealand,4822233
2020-05-12,New Zealand,4822233
2020-05-13,New Zealand,4822233
2020-05-14,New Zealand,4822233
2020-05-15,New Zealand,4822233
2020-05-16,New Zealand,4822233
2020-05-17,New Zealand,4822233
2020-05-18,New Zealand,4822233
2020-05-19,New Zealand,4822233
2020-05-20,New Zealand,4822233
2020-05-21,New Zealand,4822233
2020-05-22,New Zealand,4822233
2020-05-23,New Zealand,4822233
2020-05-24,New Zealand,4822233
2020-05-25,New Zealand,4822233
2020-05-26,New Zealand,4822233
2020-05-27,New Zealand,4822233
2020-05-28,New Zealand,4822233
2020-05-29,New Zealand,4822233
2020-05-30,New Zealand,4822233
2020-05-31,New Zealand,4822233
2020-06-01,New Zealand,4822233
2020-06-02,New Zealand,4822233
2020-06-03,New Zealand,4822233
2020-06-04,New Zealand,4822233
2020-06-05,New Zealand,4822233
2020-06-06,New Zealand,4822233
2020-06-07,New Zealand,4822233
2020-06-08,New Zealand,4822233
2020-06-09,New Zealand,4822233
2020-06-10,New Zealand,4822233
2020-06-11,New Zealand,4822233
2020-06-12,New Zealand,4822233
2020-06-13,New Zealand,4822233
2020-06-14,New Zealand,4822233
2020-06-15,New Zealand,4822233
2020-06-16,New Zealand,4822233
2020-06-17,New Zealand,4822233
2020-06-18,New Zealand,4822233
2020-06-19,New Zealand,4822233
